#RECEIVE_AGENT_ID	RECEIVE_CODE	BILLER_NAME	POE_SVC_MSG_EN_TEXT	POE_SVC_MSG_ES_TEXT	ALL_KEYWORDS
66561486	7836	ERIE CNTY WTR AUTH-2-3DAY	2 - 3 Day	2 a 3 Dias	ECWA;ERIE COUNTY WATER AUTHOR;ERIE COUNTY WATER AUTHOR;ECWA;ERIE COUNTY NY WATER;ERIE COUNTY NY WATER
68007456	13301	CORELOGIC BENEFITS-NXTDY	Next Day	Dia Siguiente	
68476090	14358	MOLINA HEALTHCARE OF OH	Same Day	Mismo Dia	
66582423	7870	STANDUP WIRELESS	Same Day	Mismo Dia	STANDBY WIRELESS;STAND WIRE;STAND UP WIRELESS;STAND_UP WIRELESS;STAND UP WURELEWSS;STANDOUT WIRELESS;STANDARDS;STAND;STANDOUT WIRE;LIFELINE WIRELESS;LIFE LINE WIRELESS;LIFE;LIFELAND;LIFELINE LINKUP;LIFELINE TELEPHONE;STANDARD CONSUMER;GOVERNMENT TELEPHONE SER;LIFE LINE;STAND UP WIRLESS;LIFE LI;STAND WIRELESS;STAND UP;LIVELINE;LIFE LIN;GOVERNMENT ASSI;LIFELINK;LIFE LANE;STANDER;UP WIRELSS;STANDARD CON;GOVERNMENT PHONE;_LIFE;WIRELESS STAND UP;LIFELINE;STANDER CONSUMER USA;STANDUP PREPAID CELL;GOVERMENT CELLULAR SERVIC;LIFE LINK;STAND UP_;LIFELINE LINK UP;STANDARDS CONSUMER;LIFE MOBILE;GOVERNMENT ASSISTANT;STAD;STANDARS WIRELESS;STANDOUT;STAD UP;UP PREPAID;LIFELINE_;STAN_UP WIRELESS;LIFELINE PHONE;STANDBY;GOVERMENT ASS;STANDARD WIRE;LIFELINE SERVICES;LIFE_LINE;WIRELESS STAND;STAND UP WIRELEWSS;GOVERMENT ASSITED CELLULA;UP WIRELESS;GOVERN;STANDARD WIRELESS;LIFELINE TELEPHONE;STANDOUT WIRELESS;GOVERNMENT TELEPHONE SER;STANDOUT WIRE;_LIFE;LIFELINK;STANDOUT;STAND UP WIRELESS;STANDER;LIVELINE;STAD;STANDBY WIRELESS;UP WIRELSS;STANDARD WIRE;LIFE MOBILE;STAND UP;STANDARD CONSUMER;LIFE;STAND UP_;UP WIRELESS;STANDARDS;GOVERMENT ASS;LIFELINE SERVICES;LIFE LINE WIRELESS;LIFE LI;LIFE_LINE;GOVERMENT ASSITED CELLULA;GOVERMENT CELLULAR SERVIC;GOVERN;GOVERNMENT ASSI;GOVERNMENT ASSISTANT;STAND UP WIRELEWSS;STANDARD CON;STANDARDS CONSUMER;WIRELESS STAND;LIFELINE_;UP PREPAID;LIFELINE WIRELESS;STANDBY;LIFE LIN;LIFELINE LINK UP;STAND UP WIRLESS;LIFE LINK;STAND UP WURELEWSS;LIFELINE PHONE;LIFELAND;LIFELINE LINKUP;STANDARS WIRELESS;STAND;STAND WIRELESS;LIFE LINE;STAND WIRE;STANDER CONSUMER USA;STANDUP PREPAID CELL;STAD UP;LIFELINE;WIRELESS STAND UP;STAN_UP WIRELESS;STANDARD WIRELESS;GOVERNMENT PHONE;STAND_UP WIRELESS;LIFE LANE
66585307	7875	CF RALEIGH	Same Day	Mismo Dia	CF;CAROLINA;CAROLINA FINANCE;CF;CAROLINA FINANCE;CAROLINA
68156572	13805	ONTARIO TELEPHONE C-NXTDY	Next Day	Dia Siguiente	ONTARIO TELEPHONE CO INC
68154516	13603	HAVANA WATER SAN DI-NXTDY	Next Day	Dia Siguiente	HAVANA WATER & SANITATION
68155874	13737	GREENLIGHT DUNNELLO-NXTDY	Next Day	Dia Siguiente	GREENLIGHT DUNNELLON COMM
67712263	12164	CITY WARRENVILLE IL-NXTDY	Next Day	Dia Siguiente	WARRENVILLE IL UTILITIES;WARRENVILLE UTILITIES IL;CITY OF WARRENVILLE IL
67349461	10169	CTY SAN BUENAVNTURA NXTDY	Next Day	Dia Siguiente	CITY OF SAN BUENAVENTURA; SAN BUENAVENTURA
67353949	10258	RECOLOGY BUTTE NRCL NXTDY	Next Day	Dia Siguiente	DUBLIN SAN RAMON SERVICE;DUBLIN SAN RAMON SERVICE
67737549	12473	BEAVERTON OR WATER-NXTDY	Next Day	Dia Siguiente	WATERTRAFFICFINES;BEAVERTON WATER OREGON;BEAVERTON OR WATER;CITY OF BEAVERTON OR
67022571	9437	MORTGAGE CENTER -NEXT DAY	Next Day	Dia Siguiente	
67757008	12585	FIRST BANK OF IDAHO-NXTDY	Next Day	Dia Siguiente	
67759967	12665	RAINIER VIEW WATER-NXTDY	Next Day	Dia Siguiente	RAINIER VIEW WATER COMPAN
67415379	10372	CHARTER TWP CANTON-NEXTDY	Next Day	Dia Siguiente	CHARTER TOWNSHIP OF CANTO;CANTON WATER
67776050	12790	FRANKLIN TN WATER-NEXTDAY	Next Day	Dia Siguiente	FRANKLIN TN WATER;CITY OF FRANKLIN WATER;CITY OF FRANKLIN TN WATER;FRANKLIN WATER;CITY OF FRANKLIN TENNESSE
67795934	12859	FIRST ALLMERICA-NEXT DAY	Next Day	Dia Siguiente	
67081664	9507	101 AUTO FUNDING LLC	Same Day	Mismo Dia	
68269155	1221	NO FEE UNEFON MEXICO RECHARGE BY EZETOP	Same Day	Mismo Dia	
67095278	9551	EXCEL TELECOMMUNIC-NEXTDY	Next Day	Dia Siguiente	EXCEL TELECOMMUNICATIONS
66750475	8286	ADVEST MORTGAGE -NEXT DAY	Next Day	Dia Siguiente	ADVEST;AD VEST MORTAGE;AD VEST MORTAGE;ADVEST
68294777	13982	MILLINGTON TELEPHON-NXTDY	Next Day	Dia Siguiente	MILLINGTON TELEPHONE COMP
66774024	8667	CITY OF NEW BERN UTILITIES	Same Day	Mismo Dia	CITY OF NEW BERN NC;NC;CITY OF NEW BERN;UTILITIES;NEW BERN UTILITY;NEW BERN NC UTILITY;NEW BERN NC UTILITIES;CITY;NEW BERN UTILITIES
67508723	10978	HOLMES WAYNE ELE CO-NXTDY	Next Day	Dia Siguiente	HOLMES WAYNE ELECTRIC COO
67152506	9804	LEBARA SPAIN RECHARGE BY EZETOP	Same Day	Mismo Dia	TOPUP;LEBARA;SAIN;RECHARGE;TOP UP;EZTOP;EZZTOP;EZETOP;EASYTOP;SPAIN;EZY;EBARA ;BOSS REVOLUTION;EASY;PSAIN;LBARA ;PAIN;SPAN;LEBAA ;LEBRA ;LEBAR ;LEARA ;TOPUP;LEBAA ;EASY;LBARA ;RECHARGE;EZTOP;SPAIN;LEBARA;PAIN;EZETOP;SAIN;PSAIN;TOP UP;EASYTOP;BOSS REVOLUTION;LEBAR ;EZZTOP;LEARA ;EZY;EBARA ;LEBRA ;SPAN
68334051	14137	Si Environmental-2-3 DAY	Next Day	Dia Siguiente	SIENNA PLANTATION MUD #4;FORT BEND CO MUD #106;CHELFORD CITY MUD;TRAIL OF THE LAKES MUD;FORT BEND CO MUD #158;HARRIS CO WCID #96;SIENNA PLANTATION MUD #1;HARRIS CO WCID #284;FORT BEND CO MUD #117;CIMARRON MUD ;FORT BEND CO MUD #131;FORT BEND CO MUD #112;NOTTINGHAM COUNTRY MUD;FORT BEND CO MUD #109;HARRIS CO MUD #365;MISSION BEND MUD #1;BRAZORIA CO MUD #31;KINGSBRIDGE MUD;FORT BEND CO MUD #155;BRAZORIA CO MUD #6;FORT BEND CO MUD #115;FORT BEND CO MUD #108;FORT BEND CO MUD #128;BLUE RIDGE WEST MUD;HARRIS CO WCID #89;NORTH MISSION GLEN MUD;FORT BEND CO MUD #46;FORT BEND CO MUD #66;FORT BEND CO MUD #162;MEMORIAL MUD;SIENNA PLANTATION MUD #12;BRAZORIA CO MUD #3;FORT BEND CO MUD #129;FORT BEND CO MUD #116;SIENNA PLANTATION MUD #3;CORNERSTONE MUD;HARRIS CO MUD #55;FORT BEND CO MUD #149;CHELFORD ONE  MUD;SIENNA PLANTATION MUD #10;FORT BEND CO MUD #68;SIENNA PLANTATION MUD #2;HARRIS CO MUD #257;FORT BEND CO MUD #152;HARRIS CO WCID #278;BRAZORIA CO MUD #6;CHELFORD CITY MUD;FORT BEND CO MUD #109;FORT BEND CO MUD #115;FORT BEND CO MUD #131;FORT BEND CO MUD #68;SIENNA PLANTATION MUD #10;SIENNA PLANTATION MUD #3;FORT BEND CO MUD #106;FORT BEND CO MUD #162;FORT BEND CO MUD #152;BLUE RIDGE WEST MUD;HARRIS CO WCID #96;HARRIS CO MUD #257;CORNERSTONE MUD;MEMORIAL MUD;CHELFORD ONE  MUD;FORT BEND CO MUD #129;HARRIS CO WCID #89;SIENNA PLANTATION MUD #12;FORT BEND CO MUD #46;FORT BEND CO MUD #116;HARRIS CO MUD #55;FORT BEND CO MUD #108;HARRIS CO WCID #278;FORT BEND CO MUD #66;FORT BEND CO MUD #117;MISSION BEND MUD #1;KINGSBRIDGE MUD;NORTH MISSION GLEN MUD;BRAZORIA CO MUD #3;TRAIL OF THE LAKES MUD;FORT BEND CO MUD #158;CIMARRON MUD ;FORT BEND CO MUD #149;SIENNA PLANTATION MUD #2;HARRIS CO MUD #365;NOTTINGHAM COUNTRY MUD;FORT BEND CO MUD #112;BRAZORIA CO MUD #31;SIENNA PLANTATION MUD #1;HARRIS CO WCID #284;SIENNA PLANTATION MUD #4;FORT BEND CO MUD #128;FORT BEND CO MUD #155
67554641	11477	OLD SECOND NAT BANK-NXTDY	Next Day	Dia Siguiente	OLD SECOND NATIONAL BANK
67927090	13093	EL PASO CO HOSP TX-NXTDY	Next Day	Dia Siguiente	EL PASO COUNTY HOSPITAL D;EL PASO CO HOSPITAL DISTR
67927692	13152	ROCK RIVER ENVIRONM-NXTDY	Next Day	Dia Siguiente	ROCK RIVER ENVIRONMENTAL;ROCK RIVER ENVIRONMENTAL
66879709	9088	AT T UVERSE-2-3 DAY	Next Day	Dia Siguiente	UVERSE;AT_T U VERSE;ATTT;ATT U VERSE;AT&T U VERSE;AT AND T UVERSE;AT AND T U VERSE;ATT UVERSE;AT&T UVERS;U VERSE;AT_T UVERSE
67612907	11627	CENTRAL GEORGIA EMC-NXTDY	Next Day	Dia Siguiente	CENTRAL GEORGIA ELECTRIC
68432649	14342	ROUTING ONLY USBANK 4	Same Day	Mismo Dia	
66546223	7793	COWETA FAYETTE ELECTRIC	2 - 3 Day	2 a 3 Dias	COWETA EMC;COWETA ELECTRIC;FAYETTE;COWETA-FAYETTE;FAYETTE EMC;COWETA-FAYETTE EMC
67634558	11822	S ADAMS CTY WTR SAN-NXTDY	Next Day	Dia Siguiente	SOUTH ADAMS COUNTY CO WAT;SOUTH ADAMS CO WATER SANI;S ADAMS CO WATER SANITATI; S ADAMS COUNTY WATER SAN
43312111	3570	TEXAS CRIMINAL JUSTICE DEPT JPAY	Same Day	Mismo Dia	TEXAS DEPT OF CRIMINAL JU;BURNET COUNTY;J PAY TEXAS;HODGE MROP UNIT;BARTLETT;DEPARTMENT OF CORRECTIONS;MOUNTAIN VIEW UNIT;KEGANS STATE JAIL;TEXAS DPT; B;COFFIELD UNIT;DANIEL UNIT;DEPARTAMENT;DEPARTMENT OF COR;GOODMAN TRANSFER;HAMILTON UNIT;HAVINS STATE JAIL;HIGHTOWER UNIT;J-PAY TEXAS;JAPY;JAY PAY TEXAS;JOHNSTON SAFP;JPAL;JPAY;LYNAUGH UNIT;TERRELL UNIT;TEXAS DEPARTMENT OF CORRE;TEXAS DEPT OF CORRECTIONS;WALLACE UNIT;POWLEDGE UNIT;LEBLANC UNIT;MONTFORD PSYCHIATRIC;LUTHER UNIT;JAYPAY TEXAS;TEXAS DEPART;SOUTH TEXAS ISF;NEAL UNIT;DOMINGUEZ STATE JAIL;ESTES;LEWIS UNIT;WARE TRANSFER;TEXAS DEPA;TELFORD UNIT;JAP;JAPAY;SKYVIEW PSYCHIATRIC UNIT;TEXAS CRIMINAL;TRAVIS CO. STATE JAIL;NEY STATE JAIL;DUNCAN TRANSFER; C;EASTHAM UNIT;ROACH WORK CMP;ROACH UNIT;ALLRED UNIT;PLANE STATE JAIL;HUTCHINS STATE JAIL;JAY;TEXAS DEPARTMENT OF CRIMI;JESTER III UNIT;MONTFORD HOSPITAL;STEVENSON UNIT;DEPARTMENT OF CORRECTION;BOYD UNIT;DEPART OF CORRECTION;RUDD TRANSFER;TEXAS DEPT CRIMINAL JUSTI;JPAID;DEPARTMENT OF;JPA;GOREE UNIT;TDC;EAST TEXAS ISF;STRINGFELLOW CORRECTIONAL;JPY;BRIDGEPORT PPT;SEGOVIA TRANSFER;NORTH TEXAS ISF;LOCKHART;DEPARTMEN OF CORRECTIONS;MCCONNELL UNIT;TEXAS DEPARTMENT OF CRINA;TULIA TRANSFER;SANCHEZ STATE JAIL;MINERAL WELLS PPT;TXDCJ;TEXAS DEPARTMENT OF PUB;SAN SABA;KYLE;SANTA MARIA;VANCE UNIT;HOBBY UNIT;DEPARTMENT CORRECTION;DEPARTMENT OF CORR;TDJC;JPYA;RAMSEY I;TEXAS DPT OF CRIMINAL JUS;ESTELLE UNIT;DIBOLL;TORRES UNIT;PJAY;GARZA WEST TRANSFER;JPAY TEXAS DOP;TEXAS DPT CRIMINAL JUSTIC;SCOTT UNIT;TDCJ;DEPART OF CORRECTION IN ;CLEMENS UNIT;HUGHES UNIT;HENLEY STATE JAIL;JPAYS;DAWSON;TX DPT;FERGUSON UNIT;BATEN CORRECTIONAL;SMITH UNIT;ELLIS UNIT;LOCKHART WORK FACILITY;STILES UNIT;PAY;HILLTOP UNIT;GARZA EAST TRANSFER;CLEVELAND;BRIDGEPORT;BRADSHAW;CHASE FIELD TRANSFER;MIDDLETON TRANSFER;DEPARTMENT;JPAY TEXAS;CENTRAL UNIT;BYRD UNIT;ROBERTSON UNIT;BETO UNIT;LYCHNER STATE JAIL;DARRINGTON UNIT;DEPARTMENT OF CORRECTIONA;JPAY INC;LINDSEY;JORDAN UNIT;WILLACY COUNTY;HOSPITAL GALVESTON;JESTER IV PSYCHIATRIC;JPAY CORRECTIONAL;CONNALLY UNIT;YOUNG MEDICAL FACILITY;MICHAEL UNIT;CRAIN CORRECTIONAL;HALBERT SAFP;PACK UNIT;MARLIN CORRECTIONAL;FORMBY STATE JAIL;TEXAS DEPARTMENT;TEXAS DEPARTMENT OF PUBLI;TEXAS DEPARTMENT CORRETIO;MOORE;TEXAS DEPARTMENT OF;WOODMAN STATE JAIL;WILDERNESS 3;POLUNSKY UNIT;GLOSSBRENNER SAFP;FORT STOCKTON TRANSFER;CLEMENTS UNIT;GURNEY TRANSFER;LOPEZ STATE JAIL;HOLLIDAY TRANSFER;JESTER I SAFP;COLE STATE JAIL;ROACH BOOT CAMP;WHEELER STATE JAIL;MURRAY UNIT;GIST STATE JAIL;TDCJ TX;WYNNE UNIT;WEST TEXAS ISF
67277355	9947	NATIONAL FUEL	Same Day	Mismo Dia	
67638677	11879	WV AMERICAN WATER-NEXTDAY	Next Day	Dia Siguiente	WEST VIRGINIA AMERICAN WA
66921932	9192	MADISON GAS ELEC WI-NXTDY	Next Day	Dia Siguiente	MG E;MADISON GAS & ELECTRIC;MADISON GAS ELECTRIC;MADISON GAS AND ELECTRIC;MADISON GAS_ELECTRIC
68008840	13440	KEMPER SPECIALTY IN-NXTDY	Next Day	Dia Siguiente	KEMPER SPECIALTY INSURANC
68008895	13445	MT WASHINGTON ASSUR-NXTDY	Next Day	Dia Siguiente	MWAC;MT WASHINGTON ASSURANCE C
45094864	6114	SPECIALIZED LOAN SERVICING LLC	Same Day	Mismo Dia	SPECIALIZED LOANS;SPECIALIZED LOANS
65260607	6982	DRAKE AND MEYERS	Same Day	Mismo Dia	
67652103	12031	ST LOUIS CO MN-PERPROPTAX	Same Day	Mismo Dia	TAX;COUNTY OF ST. LOUISMN;PERSONAL PROP TAX;COUNTY OF;CO OF SAINT LOUIS MN;SAINT LOUIS COUNTY;ST. LOUIS;MINNESOTA;COUNTY OF SAINT LOUIS MN;MN;PERSONAL PROPE;ST LOUIS COUNTY
68475910	14354	MOLINA HEALTHCARE OF MI	Same Day	Mismo Dia	
66595999	7939	LIME JAMAICA RECHARGE BY EZETOP	Same Day	Mismo Dia	LMIE;EEZTOP;E Z TOP;EZETOP;LIIME;JMAAICA;LIEM;EZETOOP;EASYTOP;LIMME;GAMAICA;GIMAKA;JAMAIAC;JJAMAICA;LIMEE;JAMAIICA;EASTY TOP;JAMAAICA;JAAMAICA;EZTOP;ZEETOP;EZETTOP;EZEETOP;GMAKA;JAMAKA;GAMAKA;JIMAKA;EZ TOP;JAMAICA;EZETOPP;AJMAICA;EZEOTP;JAMMAICA;LYME;TOP UP;JAMAICAA;EZZETOP;TOPUP;JAAMICA;LLIME;ILME;JMAKA;EEZETOP;EZETPO;EZTEOP;JAMAICCA;JAMIACA;JAMACIA
43491045	4013	GMAC ASSET RECOVERY	Same Day	Mismo Dia	ALLY AUTOMOTIVE;ALLY CANADA;ALLY;ALLY POB;ALLY PROCESSING;ALLY BANK;ALLYBANK;ALLY FINANTIAL;ALLY FINANCY;ALLY LIVE;ALLYGMAC;ALLY GMC AUTO;ALLY0838;ALLY AUTO FINANCE;ALLY FINANCING;ALLY FINACIAL;ALLYFINA;ALLYAUTO;ALY FINNANCIAL;ALLY AUTO FINANCIAL;ALLY 0838;ALLY FIN;ALLY AUOMOTIVE
68156585	13806	PARADEE GAS COMPANY-NXTDY	Next Day	Dia Siguiente	
68154587	13610	MCCANDLESS TSP SANI-NXTDY	Next Day	Dia Siguiente	MCCANDLESS TOWNSHIP SANIT
68156080	13758	IDT AMERICA-NXTDY	Next Day	Dia Siguiente	
65465172	7155	PEAK ACCEPTANCE CSC LOGIC	Same Day	Mismo Dia	
67715875	12304	SUBURBAN DISPOSAL-NXTDY	Next Day	Dia Siguiente	
67349539	10174	CTY SNTA MONICA UTL NXTDY	Next Day	Dia Siguiente	SANTA MONICA;CITY OF SANTA MONICA CA
67351239	10203	DUBLN SAN RAMON SVC NXTDY	Next Day	Dia Siguiente	DUBLIN SAN RAMON SERVICE
67352911	10237	NV IRRIGATION DISTR NXTDY	Next Day	Dia Siguiente	DUBLIN SAN RAMON SERVICE
67749333	12563	COLUMBIA RIVER PUD-NXTDY	Next Day	Dia Siguiente	
44365552	5440	CNAC RICHMOND IN	Same Day	Mismo Dia	CNAC;CNAC
67757189	12594	GRAND WATER SEWER S-NXTDY	Next Day	Dia Siguiente	GRAND WATER & SEWER SERVI;GRAND WATER AND SEWER SER
67028737	9488	ORANGE NIGER RECHARGE BY EZETOP	Same Day	Mismo Dia	ORANG;TOPUP;NIEGR;NGIER;IGER;EZTOP;NIGR;ORAGE;OORANGE;BOSS REVOLUTION;ORNGE;NIGRE;BOSS;NGER;EASYTOP;RANGE;EASY;AFRICA;NIGERIA;RECHARGE;EZZTOP;EZETOP;INGER;NIER;ORANE;TOP UP;ORRANGE;OANGE;NIGE;ORRANGE;ORNGE;INGER;EASY;EZZTOP;TOPUP;NGIER;RANGE;NIGR;NIGRE;BOSS;NIEGR;ORANG;BOSS REVOLUTION;EZTOP;OORANGE;IGER;EZETOP;EASYTOP;ORANE;RECHARGE;OANGE;NIER;NIGE;ORAGE;NIGERIA;AFRICA;TOP UP;NGER
67762268	12712	WATER PRO INC-NXTDY	Next Day	Dia Siguiente	
67413737	1010	DIGICEL DOMINICA RECHARGE BY EZETOP	Same Day	Mismo Dia	DIGESEL;DOMNICA;DIGICELL;DEGICEL;DIGICELL PHONE;DISICEL;DIGETEL;DOMIICA;DIGETAL;DIDGCEL;DIGECELL;DIGICEL PREPAID;TOP UP;DOMINICA;DIGICEL CELL;DIDICEL;DEGISAL;DOINICA;DIGIGELL;DOMINCA;DICEIGCEL;DEGICELL;DIGICELTOP UP;DOMINIA;DIZELE;DIDG;DMINICA;OMINICA;DIGI CELLPHONE;DIDGICEL;TOPUP;DIGICELTOPUP;DIGICEL TOP UP;DIG;DOMINIC;DIGESEL;DICEIGCEL;DEGICELL;DOMNICA;DIGECELL;DIGETAL;DIGICEL PREPAID;DIGICELL PHONE;DIGIGELL;DIDGICEL;DOMINCA;DIGICEL TOP UP;DEGISAL;DEGICEL;DIGICEL CELL;TOPUP;DIG;DIDG;DIZELE;DIDICEL;DOMIICA;DIGI CELLPHONE;DOMINIA;DOINICA;DIDGCEL;DOMINICA;OMINICA;DISICEL;DIGICELL;DIGICELTOPUP;DMINICA;DOMINIC;TOP UP;DIGICELTOP UP;DIGETEL
67776092	12791	MARYVILLE TN ELECTR-NXTDY	Next Day	Dia Siguiente	MARYVILLE TN ELECTRIC;MARYVILLE ELECTRIC;CITY OF MARYVILLE TENNESS;CITY OF MARYVILLE ELECTRI;CITY OF MARYVILLE TN ELEC
67419689	10425	AJ BLOSENSKI INC-NEXT DAY	Next Day	Dia Siguiente	
43494521	4022	ML CENTERONE	Same Day	Mismo Dia	"OMNI, AL;MOBILE, AL"
66705734	8262	WASHINGTON DOC POSTAGE			
66711375	8268	KINECTA ACCESS TEEN	Same Day	Mismo Dia	KINECTA ACCESS;KINECTA ACCESS PAYROLL;KINECTA ACCESS TEEN;KINECTA ACCESS TRAVEL
40856337	2047	FIRESIDE NOT ACTIVE	Same Day	Mismo Dia	FIRESIDE AUTO FINANCE;FIRESIDE THRIFT;FIRE SIDE BANK;FIRESIDE AUTO;FIRE SIDE;FIRESIDE BANK;FIRESITE
42082523	2745	WELLS FARGO DLR SVC BK	Same Day	Mismo Dia	WELLS FARGO DEALER;WELLFARGO;WACHOVIA DLR SVC BK;WFDS;WELL FARGO DEALER SERVICE;WELL FARGO
67471863	10618	DELTONA WATER - NEXT DAY	Next Day	Dia Siguiente	
66751351	8320	SO CENT RURAL PHONE-NXTDY	Next Day	Dia Siguiente	SOUTH CENTRAL RURAL TELEP;SCRTC;SOUTH CENTRAL RURAL TELEP;SCRTC
66757041	8564	SUBURBAN HEATG PROP-NXTDY	Next Day	Dia Siguiente	SUBURBAN HEATING;SUBURBAN PROPANE
44222925	5366	MILLENNIUM MARKETING	Same Day	Mismo Dia	
66755580	8472	WATER SERVICE CO IN-NXTDY	Next Day	Dia Siguiente	"WATER SERVICE IN,;WATER SERVICE CORP;INDIANA WATER SERVICE;WATER SERVICE INDIANA,"
66754536	8431	CENTRAL VT PUB SERV-NXTDY	Next Day	Dia Siguiente	CENTRAL VERMONT PS;CENTRAL VERMONT PS;CVPS;CVPS
67143065	9755	BOONE COUNTY SHEFIFF DEPART	Same Day	Mismo Dia	PJAY;BOOEN COUNTY SHEFIFF;BOON ECOUNTY SHEFIFF;BOONE COUNT SHEFIFF;BOONE COUNTY SHEFFF;JAPY;JPAY CORRECTIONAL;JPAID;BOONE COUNTY SHEFIF;PAY;JAP;JPYA;JPY;BOOE COUNTY SHEFIFF;BOONE COUNTY SEFIFF;JPAYS;JAY;BOONE COUNTY HEFIFF;BOONE OCUNTY SHEFIFF;JPAY INC;BOONE COUNTY SHEIFF;JPAL;OONE COUNTY SHEFIFF;JPA;JPAY;BOONE COUNY SHEFIFF;BOONE OUNTY SHEFIFF;BOON COUNTY SHEFIFF;BOONE CUNTY SHEFIFF;BOONE CONTY SHEFIFF;OBONE COUNTY SHEFIFF;BOONE COUTY SHEFIFF;JAPAY;BOONE COUNTY SHFIFF;BONOE COUNTY SHEFIFF;BONE COUNTY SHEFIFF
67517251	11055	UNION SAVINGS BANK-NEXTDY	Next Day	Dia Siguiente	
68334064	14138	Fortville IN WATER-2-3DAY	Next Day	Dia Siguiente	FORTVILLE;TOWN OF FORTVILLE;FORTVILLE UTILITIES;FORTVILLE WATER WORKS;FORTVILLE UTILITY
65379080	7091	MISSION FINANCIAL 2	Same Day	Mismo Dia	
67551301	11419	CITY OF WALTHAM MA-NEXTDY	Next Day	Dia Siguiente	
67552627	11444	HEALTHCARE ASSC CU-NEXTDY	Next Day	Dia Siguiente	HEALTHCARE ASSOCIATES CU
67927252	13109	HAMILTON CO IN TREA-NXTDY	Next Day	Dia Siguiente	HAMILTON COUNTY TREASURER;HAMILTON CO TREASURER IN;HAMILTON CO IN TREASURER
68765332	14624	ONXY ELECTRIC ENERGY BILL	Same Day	Mismo Dia	ONXY ENERGY BILL; ONXY BIL;ONXY ELECTRIC ENERGY;UTILITY BILL; ELECTRIC ENERGY;ONXY ELECTRIC; ONXY; ELECTRIC ENERGY BILL
67568226	11574	JOINT POWERS WTR BO-NXTDY	Next Day	Dia Siguiente	JOINT POWERS WATER BOARD
44994266	5962	BONDED SECURITY SERVICES	Same Day	Mismo Dia	
66239077	7582	ALLY ASSET RECOVERY	Same Day	Mismo Dia	ALLYFINA;ALLY FINANTIAL;ALLY AUOMOTIVE;ALLY FIN;ALLY GMC AUTO;ALLY LIVE;ALLY FINACIAL;ALLYGMAC;ALLY POB;ALLY FINANCING;ALLY;ALLY 0838;ALLY0838;ALY FINNANCIAL;ALLY AUTOMOTIVE;ALLYAUTO;ALLY CANADA;ALLY PROCESSING;ALLY BANK;ALLY FINANCY;ALLY AUTO FINANCE;ALLYBANK;ALLY AUTO FINANCIAL
68421171	14273	CITY OURAY CO UTILI-NXTDY	Next Day	Dia Siguiente	CITY OF OURAY CO UTILITIE;OURAY UTILITIES;OURAY CO UTILITIES;CITY OF OURAY UTILITIES
67618095	11676	CITY OF TUTTLE OK-NEXTDAY	Next Day	Dia Siguiente	CITY OF TUTTLE OKLAHOMA; TUTTLE OK UTILITIES; TUTTLE OKLAHOMA UTILITIE
67246807	9931	CITY LIGHT GAS WATR NXTDY	Next Day	Dia Siguiente	CITY LIGHT GAS AND WATER;CITY LIGHT GAS WATER;CLGW;CITY LIGHT GAS & WATER
67634613	11823	SOUTH GATE UTILITIE-NXTDY	Next Day	Dia Siguiente	SOUTH GATE UTILITIES INC
67638664	11878	WEST PENN POWER-NEXT DAY	Next Day	Dia Siguiente	
67646038	11984	MOHAVE ST BANK LOAN-NXTDY	Next Day	Dia Siguiente	MOHAVE STATE BANK LOANS;MOHAVE STATE BANK LOANS
68008853	13441	KNIGHTS OF COLUMBUS-NXTDY	Next Day	Dia Siguiente	
68008934	13449	PERMANENT GENERAL C-NXTDY	Next Day	Dia Siguiente	PERMANENT GENERAL COMPANI
67292356	9989	CITY MIDLOTHIAN TX NEXTDY	Next Day	Dia Siguiente	CITY OF MIDLOTHIAN TEXAS;CITY OF MIDLOTHIAN TX
66586487	7888	METLIFE AUTO AND HOME	Same Day	Mismo Dia	METLIFE INSURANCE;METLIFE AUTO;METLIFE HOME;MET LIFE INSURANCE;MET LIFE;MET LIFE HOME;METLIFE;MET LIFE AUTO
68156679	13814	PHH USMC MORTGAGE-NXTDY	Next Day	Dia Siguiente	
68154590	13611	METLIFE BENEFITS-NXTDY	Next Day	Dia Siguiente	
67712865	12185	DINWIDDIE CO VA WTR-NXTDY	Next Day	Dia Siguiente	DINWIDDIE COUNTY WATER;DINWIDDIE CO WATER WA;DINWIDDIE CO WA WATER
67713479	12207	FOREST HIGHLANDS WT-NXTDY	Next Day	Dia Siguiente	FOREST HIGHLANDS WATER CO
67718173	12335	PRESCOTT VALLEY AZ-NXTDY	Next Day	Dia Siguiente	PRESCOTT VALLEY WATER;TOWN OF PRESCOTT VALLEY
67347188	10130	CITY OF CLOVIS CA NEXTDAY	Next Day	Dia Siguiente	CITY OF CLOVIS CA
67356140	10299	WEST VALLY WTR DIST NXTDY	Next Day	Dia Siguiente	WEST VALLEY WATER DISTRIC
67019885	9379	DORCHESTER MUT INS-NEXTDY	Next Day	Dia Siguiente	DORCHESTER MUTUAL INSURAN
67022335	9429	INTUITIVE MTG SERV-NEXTDY	Next Day	Dia Siguiente	INTUITIVE MORTGAGE SERVIC
67762022	12703	ULTRADENT-NXTDY	Next Day	Dia Siguiente	
67763500	12727	VIRFON			EL TELEFONO ROJO
67419935	10430	CAPITAL BLUE CROSS-NEXTDY	Next Day	Dia Siguiente	
